"","DBN","School Name","Year","NumTested","MeanScaleScore","Level1p","Level2p","Level3p","Level4p","Level34p","SchoolYear","LocationName","NumStudents","NumSchools","SchoolsInBuilding","MajorN","OthN","NoCrimN","PropN","VioN","GroupNameOfPop","BuildingPop","AvgMajor","AvgOth","AvgNoCrim","AvgPop","AvgVio","BoroughName","Postcode","Latitude","Longitude","CommunityBoard","CouncilDistrict","Census Tract.x","BIN.x","BBL.x","NTA","GroupNameofPop.y","BuildingPopulation.y","BIN.y","BBL.y","totCrime"
"566","16K385","SCHOOL OF BUSINESS, FINANCE AND ENTREPRENEURSHIP",2015,64,284,"45.3","45.3","6.3","3.1","9.4","2015","School of Business, Finance and Entrepreneurship",82,3,"J.H.S. 057 Whitelaw Reid |  School of Business, Finance and Entrepreneurship |  The Brooklyn Academy of Global Finance |  125 STUYVESANT AVENUE CONSOLIDATED LOCATION",0,7,4,4,3,"2C","1-250","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11221,40.691274,-73.933697,3,36,291,3043822,3016160001,"Stuyvesant Heights","3C","251-500",3043822,3016160001,18
"567","16K534","UPPER SCHOOL @ P.S. 25",2015,98,279,"62.2","32.7","4.1","1","5.1","2015","Upper School @ P.S. 25",111,2,"P.S. 025 Eubie Blake School |  Upper School @ P.S. 25 |  787 LAFAYETTE AVENUE CONSOLIDATED LOCATION",0,1,3,0,0,"2C","1-250","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11221,40.691037,-73.941342,3,36,281,3049858,3017870014,"Stuyvesant Heights","3C","251-500",3049858,3017870014,4
"568","16K584","M.S. 584",2015,87,270,"66.7","27.6","4.6","1.1","5.7","2015","M.S. 584",104,2,"P.S. 335 Granville T. Woods |  M.S. 584 |  130 ROCHESTER AVENUE CONSOLIDATED LOCATION",0,1,5,1,0,"2C","1-250","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11213,40.674656,-73.927794,8,36,307,3035887,3013550023,"Crown Heights North","3C","251-500",3035887,3013550023,7
"569","16K627","BRIGHTER CHOICE COMMUNITY SCHOOL",2015,67,293,"34.3","34.3","22.4","9","31.3","2015","Brighter Choice Community School",149,2,"Brighter Choice Community School |  Young Scholars' Academy for Discovery and Explorat |  280 HART STREET CONSOLIDATED LOCATION",0,0,0,0,0,"2C","1-250","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11206,40.694086,-73.940744,3,36,281,3049420,3017730014,"Stuyvesant Heights","3C","251-500",3049420,3017730014,0
"570","16K628","BROOKLYN BROWNSTONE SCHOOL",2015,69,306,"29","29","27.5","14.5","42","2015","Brooklyn Brownstone School",233,2,"Brooklyn Brownstone School |  M.S. 035 Stephen Decatur |  272 MACDONOUGH STREET CONSOLIDATED LOCATION",0,1,5,1,0,"2C","1-250","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11233,40.681896,-73.935963,3,36,273,3047054,3016740011,"Stuyvesant Heights","3C","251-500",3047054,3016740011,7
"571","16K636","YOUNG SCHOLARS' ACADEMY FOR DISCOVERY AND EXPLORATION",2015,75,291,"41.3","37.3","17.3","4","21.3","2015","Young Scholars' Academy for Discovery and Explorat",180,2,"Brighter Choice Community School |  Young Scholars' Academy for Discovery and Explorat |  280 HART STREET CONSOLIDATED LOCATION",0,0,0,0,0,"2C","1-250","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11206,40.694086,-73.940744,3,36,281,3049420,3017730014,"Stuyvesant Heights","3C","251-500",3049420,3017730014,0
"572","16K681","MADIBA PREP MIDDLE SCHOOL",2015,185,276,"61.1","29.2","6.5","3.2","9.7","2015","Madiba Prep Middle School",208,3,"P.S. 026 Jesse Owens |  Frederick Douglass Academy IV Secondary School |  Madiba Prep Middle School |1014 LAFAYETTE AVENUE CONSOLIDATED LOCATION",1,4,4,2,2,"2C","1-250","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11221,40.692126,-73.931731,3,36,291,3393805,3016160001,"Stuyvesant Heights","4C","501-750",3393805,3016160001,13
"573","17K002","PARKSIDE PREPARATORY ACADEMY",2015,447,296,"37.1","39.1","17.4","6.3","23.7","2015","Parkside Preparatory Academy",478,3,"Parkside Preparatory Academy |  P.S. K141 |Explore Charter High School |655 PARKSIDE AVENUE CONSOLIDATED LOCATION",1,2,1,2,1,"3C","251-500","0.46","1.65","2.77","1.17","0.75","BROOKLYN",11226,40.656183,-73.951583,9,40,802,3378201,3050500051,"Prospect Lefferts Gardens-Wingate","5C","751-1000",3378201,3050500051,7
"574","17K006","P.S. 006",2015,339,292,"43.7","30.7","15.9","9.7","25.7","2015","P.S. 006",750,1,"P.S. 006",0,0,1,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11226,40.64859,-73.957138,14,40,794,3117230,3051030079,"Erasmus",NA,NA,NA,NA,1
"575","17K012","DR. JACQUELINE PEEK-DAVIS SCHOOL",2015,68,282,"57.4","27.9","7.4","7.4","14.7","2015","Dr. Jacqueline Peek-Davis School",215,2,"Dr. Jacqueline Peek-Davis School |  Ronald Edmonds Learning Center II |  430 HOWARD AVENUE CONSOLIDATED LOCATION",0,4,1,3,1,"2C","1-250","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11233,40.673073,-73.919594,16,41,363,3039174,3014570032,"Ocean Hill","3C","251-500",3039174,3014570032,9
"576","17K061","M.S. 061 DR. GLADSTONE H. ATWELL",2015,743,289,"46.6","36.2","12.9","4.3","17.2","2015","M.S. 061 Dr. Gladstone H. Atwell",802,1,"M.S. 061 Dr. Gladstone H. Atwell",3,8,6,4,6,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","BROOKLYN",11225,40.664007,-73.94922,9,40,329,3337872,3013160015,"Prospect Lefferts Gardens-Wingate",NA,NA,NA,NA,27
"577","17K091","P.S. 091 THE ALBANY AVENUE SCHOOL",2015,199,278,"58.8","21.1","15.1","5","20.1","2015","P.S. 091 The Albany Avenue School",428,1,"P.S. 091 The Albany Avenue School",1,1,0,2,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11203,40.661886,-73.93994,9,41,806,3106599,3047940026,"Prospect Lefferts Gardens-Wingate",NA,NA,NA,NA,4
"578","17K092","P.S. 092 ADRIAN HEGEMAN",2015,188,282,"54.3","35.1","8.5","2.1","10.6","2015","P.S. 092 Adrian Hegeman",482,1,"P.S. 092 Adrian Hegeman",0,2,0,1,1,"3C","251-500","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11226,40.656046,-73.953742,9,40,802,3115866,3050490055,"Prospect Lefferts Gardens-Wingate",NA,NA,NA,NA,4
"579","17K138","P.S. 138 BROOKLYN",2015,420,299,"34","37.9","20.2","7.9","28.1","2015","P.S. 138 Brooklyn",679,1,"P.S. 138 Brooklyn",0,0,0,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11216,40.67438,-73.951443,8,36,31701,3330794,3012330026,"Crown Heights North",NA,NA,NA,NA,0
"580","17K161","P.S. 161 THE CROWN",2015,218,301,"32.1","33","22.5","12.4","34.9","2015","P.S. 161 The Crown",433,2,"P.S. 161 The Crown|SUCCESS ACADEMY CHARTER SCHOOL - CROWN HEIGHTS - BROOKLYN 7(BS)|330 CROWN STREET CONSOLIDATED LOCATION",0,0,0,0,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11225,40.666181,-73.949013,9,35,319,3034181,3012970026,"Crown Heights South","3C","251-500",3034181,3012970026,0
"581","17K167","P.S. 167 THE PARKWAY",2015,100,289,"45","34","17","4","21","2015","P.S. 167 The Parkway",104,2,"P.S. 167 The Parkway|  New Bridges Elementary|  1025 EASTERN PARKWAY CONSOLIDATED LOCATION",0,1,0,0,0,"2C","1-250","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11213,40.669001,-73.934635,8,35,353,3037303,3013890035,"Crown Heights North","3C","251-500",3037303,3013890035,1
"582","17K181","P.S. 181 BROOKLYN",2015,596,279,"56.5","30.7","11.7","1","12.8","2015","P.S. 181 Brooklyn",985,1,"P.S. 181 Brooklyn",2,2,4,3,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","BROOKLYN",11203,40.648215,-73.946374,17,45,856,3327776,3049040010,"East Flatbush-Farragut",NA,NA,NA,NA,11
"583","17K189","P.S. 189 THE BILINGUAL CENTER",2015,737,315,"17.6","36.4","28.4","17.6","46","2015","P.S. 189 The Bilingual Center",1092,1,"P.S. 189 The Bilingual Center",0,3,1,2,1,"6C","1001-1250","0.48","2.19","3.69","1.29","1","BROOKLYN",11212,40.665565,-73.926246,17,41,892,3099537,3045990001,"Brownsville",NA,NA,NA,NA,7
"584","17K191","P.S. 191 PAUL ROBESON",2015,88,299,"20.5","52.3","21.6","5.7","27.3","2015","P.S. 191 Paul Robeson",206,1,"P.S. 191 Paul Robeson",1,1,0,1,0,"2C","1-250","0.36","0.76","1.17","0.64","0.37","BROOKLYN",11233,40.672005,-73.924329,8,41,359,3036635,3013750012,"Crown Heights North",NA,NA,NA,NA,3
"585","17K221","P.S. 221 TOUSSAINT L'OUVERTURE",2015,210,295,"36.2","35.7","21.4","6.7","28.1","2015","P.S. 221 Toussaint L'Ouverture",424,1,"P.S. 221 Toussaint L'Ouverture",0,0,2,0,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11213,40.663701,-73.936049,9,35,355,3038372,3014230014,"Crown Heights South",NA,NA,NA,NA,2
"586","17K241","P.S. 241 EMMA L. JOHNSTON",2015,276,312,"21.4","26.8","31.9","19.9","51.8","2015","P.S. 241 Emma L. Johnston",603,1,"P.S. 241 Emma L. Johnston",1,1,1,2,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11225,40.669339,-73.960675,9,35,213,3378160,3011880001,"Crown Heights South",NA,NA,NA,NA,5
"587","17K246","M.S. 246 WALT WHITMAN",2015,480,272,"66.5","26.9","4.8","1.9","6.7","2015","M.S. 246 Walt Whitman",573,2,"M.S. 246 Walt Whitman|  FAHARI ACADEMY CHARTER SCHOOL(BS)|  72 VERONICA PLACE CONSOLIDATED LOCATION",3,5,10,3,5,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11226,40.648608,-73.952821,17,40,794,3117381,3051100025,"Erasmus","4C","501-750",3117381,3051100025,26
"588","17K249","P.S. 249 THE CATON",2015,362,323,"9.9","26","39.8","24.3","64.1","2015","P.S. 249 The Caton",901,1,"P.S. 249 The Caton",0,3,1,1,2,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","BROOKLYN",11226,40.64971,-73.966046,14,40,506,3116438,3050750001,"Flatbush",NA,NA,NA,NA,7
"589","17K289","P.S. 289 GEORGE V. BROWER",2015,189,298,"33.3","40.7","16.4","9.5","25.9","2015","P.S. 289 George V. Brower",433,1,"P.S. 289 George V. Brower",0,1,2,1,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11213,40.674794,-73.942639,8,36,341,3031050,3012290028,"Crown Heights North",NA,NA,NA,NA,4
"590","17K316","P.S. 316 ELIJAH STROUD",2015,120,310,"16.7","35","33.3","15","48.3","2015","P.S. 316 Elijah Stroud",360,2,"P.S. 316 Elijah Stroud |  Elijah Stroud Middle School |  750 CLASSON AVENUE CONSOLIDATED LOCATION",1,1,3,2,0,"3C","251-500","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11238,40.674406,-73.960254,8,35,215,3029246,3011670018,"Prospect Heights","4C","501-750",3029246,3011670018,7
"591","17K334","MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EXCELLENCE",2015,121,264,"76.9","22.3","0.8","0","0.8","2015","Middle School for Academic and Social Excellence",129,3,"Middle School for Academic and Social Excellence|The School of Integrated Learning|KIPP AMP Charter School|1224 PARK PLACE CONSOLIDATED LOCATION",0,0,2,0,0,"2C","1-250","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11213,40.672713,-73.936924,8,36,343,3036405,3013700029,"Crown Heights North","3C","251-500",3036405,3013700029,2
"592","17K340","I.S. 340",2015,187,300,"32.1","41.7","20.9","5.3","26.2","2015","I.S. 340",200,1,"I.S. 340",0,0,2,0,0,"2C","1-250","0.36","0.76","1.17","0.64","0.37","BROOKLYN",11238,40.676094,-73.97038,8,35,163,3029060,3011640057,"Prospect Heights",NA,NA,NA,NA,2
"593","17K352","EBBETS FIELD MIDDLE SCHOOL",2015,194,272,"66","27.8","5.2","1","6.2","2015","Ebbets Field Middle School",233,2,"Ebbets Field Middle School |  P.S. 375 Jackie Robinson School |  46 MCKEEVER PLACE CONSOLIDATED LOCATION",1,0,1,0,1,"2C","1-250","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11225,40.665035,-73.959031,9,35,325,3034356,3013010001,"Crown Heights South","4C","501-750",3034356,3013010001,3
"594","17K353","ELIJAH STROUD MIDDLE SCHOOL",2015,229,281,"59.4","34.5","5.7","0.4","6.1","2015","Elijah Stroud Middle School",253,2,"P.S. 316 Elijah Stroud |  Elijah Stroud Middle School |  750 CLASSON AVENUE CONSOLIDATED LOCATION",1,1,3,2,0,"3C","251-500","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11238,40.674406,-73.960254,8,35,215,3029246,3011670018,"Prospect Heights","4C","501-750",3029246,3011670018,7
"595","17K354","THE SCHOOL OF INTEGRATED LEARNING",2015,213,302,"33.8","29.1","18.8","18.3","37.1","2015","The School of Integrated Learning",226,3,"Middle School for Academic and Social Excellence|The School of Integrated Learning|KIPP AMP Charter School|1224 PARK PLACE CONSOLIDATED LOCATION",0,0,2,0,0,"2C","1-250","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11213,40.672713,-73.936924,8,36,343,3036405,3013700029,"Crown Heights North","3C","251-500",3036405,3013700029,2
"596","17K375","P.S. 375 JACKIE ROBINSON SCHOOL",2015,208,291,"41.8","34.1","17.8","6.3","24","2015","P.S. 375 Jackie Robinson School",496,2,"Ebbets Field Middle School |  P.S. 375 Jackie Robinson School |  46 MCKEEVER PLACE CONSOLIDATED LOCATION",1,0,1,0,1,"3C","251-500","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11225,40.665035,-73.959031,9,35,325,3034356,3013010001,"Crown Heights South","4C","501-750",3034356,3013010001,3
"597","17K382","ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL",2015,139,286,"49.6","33.1","15.8","1.4","17.3","2015","Academy for College Preparation and Career Explora",505,6,"Academy for College Preparation and Career Explora |  Academy of Hospitality and Tourism |  Erasmus Yabc |  High School for Youth and Community Development at |  High School for Service & Learning at Erasmus |  Science, Technology and Research Early College Hig |  911 FLATBUSH AVENUE CONSOLIDATED LOCATION",2,6,10,6,2,"4C","501-750","1.96","7.74","16.07","5.48","3.44","BROOKLYN",11226,40.649787,-73.95855,14,40,794,3336215,3051030010,"Erasmus","10C","2001-2500",3336215,3051030010,26
"598","17K394","M.S. K394",2015,344,284,"51.7","35.5","9.9","2.9","12.8","2015","M.S. K394",601,2,"M.S. K394|Explore Empower Charter School|188 ROCHESTER AVENUE CONSOLIDATED LOCATION",1,4,2,3,2,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11213,40.672762,-73.927973,8,36,347,3036289,3013670022,"Crown Heights North","4C","501-750",3036289,3013670022,12
"599","17K397","P.S. 397 FOSTER-LAURIE",2015,154,280,"55.8","29.9","11","3.2","14.3","2015","P.S. 397 Foster-Laurie",314,1,"P.S. 397 Foster-Laurie",0,0,1,0,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11203,40.658939,-73.94629,9,40,810,3107315,3048150020,"Prospect Lefferts Gardens-Wingate",NA,NA,NA,NA,1
"600","17K398","P.S. 398 WALTER WEAVER",2015,150,283,"47.3","38","12","2.7","14.7","2015","P.S. 398 Walter Weaver",415,2,"P.S. 398 Walter Weaver |  P.S. 770 New American Academy |  60 EAST  94 STREET CONSOLIDATED LOCATION",0,0,1,0,0,"3C","251-500","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11212,40.663559,-73.926959,17,41,882,3323072,3045950015,"Rugby-Remsen Village","4C","501-750",3323072,3045950015,1
"601","17K399","P.S. 399 STANLEY EUGENE CLARK",2015,253,289,"47.4","30.8","16.6","5.1","21.7","2015","P.S. 399 Stanley Eugene Clark",501,1,"P.S. 399 Stanley Eugene Clark",0,0,0,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11226,40.648044,-73.951891,17,40,824,3117396,3051110001,"Erasmus",NA,NA,NA,NA,0
"602","17K484","RONALD EDMONDS LEARNING CENTER II",2015,108,284,"58.3","33.3","8.3","0","8.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","17K531","SCHOOL FOR HUMAN RIGHTS, THE",2015,128,287,"44.5","46.9","6.3","2.3","8.6","2015","School for Human Rights, The",424,4,"School for Human Rights, The |  School for Democracy and  Leadership |  International Arts Business School |  High School for Public Service: Heroes  of Tomorro |  Brooklyn Institute for Liberal Arts |  600 KINGSTON AVENUE CONSOLIDATED LOCATION",2,5,11,4,3,"3C","251-500","0.89","3.22","5.07","2.18","1.64","BROOKLYN",11203,40.658893,-73.942458,9,40,810,3107227,3048110001,"Prospect Lefferts Gardens-Wingate","7C","1251-1500",3107227,3048110001,25
"604","17K532","NEW BRIDGES ELEMENTARY",2015,53,286,"41.5","37.7","18.9","1.9","20.8","2015","New Bridges Elementary",345,2,"P.S. 167 The Parkway|  New Bridges Elementary|  1025 EASTERN PARKWAY CONSOLIDATED LOCATION",0,1,0,0,0,"3C","251- 500","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11213,40.669001,-73.934635,8,35,353,3037303,3013890035,"Crown Heights North","3C","251-500",3037303,3013890035,1
"605","17K533","SCHOOL FOR DEMOCRACY AND LEADERSHIP",2015,41,276,"63.4","31.7","4.9","0","4.9","2015","School for Democracy and  Leadership",319,4,"School for Human Rights, The |  School for Democracy and  Leadership |  International Arts Business School |  High School for Public Service: Heroes  of Tomorro |  Brooklyn Institute for Liberal Arts |  600 KINGSTON AVENUE CONSOLIDATED LOCATION",2,5,11,4,3,"3C","251-500","0.89","3.22","5.07","2.18","1.64","BROOKLYN",11203,40.658893,-73.942458,9,40,810,3107227,3048110001,"Prospect Lefferts Gardens-Wingate","7C","1251-1500",3107227,3048110001,25
"606","17K543","SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",2015,159,315,"8.2","51.6","34","6.3","40.3","2015","Science, Technology and Research Early College Hig",516,6,"Academy for College Preparation and Career Explora |  Academy of Hospitality and Tourism |  Erasmus Yabc |  High School for Youth and Community Development at |  High School for Service & Learning at Erasmus |  Science, Technology and Research Early College Hig |  911 FLATBUSH AVENUE CONSOLIDATED LOCATION",2,6,10,6,2,"4C","501-750","1.96","7.74","16.07","5.48","3.44","BROOKLYN",11226,40.649787,-73.95855,14,40,794,3336215,3051030010,"Erasmus","10C","2001-2500",3336215,3051030010,26
"607","17K590","MEDGAR EVERS COLLEGE PREPARATORY SCHOOL",2015,104,342,"0","5.8","47.1","47.1","94.2","2015","Medgar Evers College Preparatory School",1271,1,"Medgar Evers College Preparatory School",1,3,1,3,0,"7C","1251-1500","0.89","3.22","5.07","2.18","1.64","BROOKLYN",11225,40.667195,-73.951167,9,35,321,3348092,3012890025,"Crown Heights South",NA,NA,NA,NA,8
"608","17K705","BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL",2015,71,284,"50.7","26.8","15.5","7","22.5","2015","Brooklyn Arts and Science Elementary School",340,2,"Brooklyn Arts and Science Elementary School |Explore Exceed Charter School |443 ST MARKS AVENUE CONSOLIDATED LOCATION",0,1,1,1,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11238,40.676774,-73.960058,8,35,305,3028281,3011480050,"Crown Heights North","3C","251-500",3028281,3011480050,3
"609","17K722","NEW HEIGHTS MIDDLE SCHOOL",2015,293,276,"61.1","33.1","5.5","0.3","5.8","2015","New Heights Middle School",324,2,"New Heights Middle School|ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL(BS)|790 EAST NEW YORK AVENUE CONSOLIDATED LOCATION",3,7,3,6,3,"3C","251- 500","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11203,40.662447,-73.936382,9,41,876,3107129,3048060001,"Prospect Lefferts Gardens-Wingate","3C","251-500",3107129,3048060001,22
"610","17K770","P.S. 770 NEW AMERICAN ACADEMY",2015,94,280,"47.9","41.5","10.6","0","10.6","2015","P.S. 770 New American Academy",294,2,"P.S. 398 Walter Weaver |  P.S. 770 New American Academy |  60 EAST  94 STREET CONSOLIDATED LOCATION",0,0,1,0,0,"3C","251-500","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11212,40.663559,-73.926959,17,41,882,3323072,3045950015,"Rugby-Remsen Village","4C","501-750",3323072,3045950015,1
"611","18K066","P.S. 66",2015,546,305,"23.1","43.4","24.4","9.2","33.5","2015","P.S. 66",815,1,"P.S. 66",0,0,2,0,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","BROOKLYN",11236,40.64883,-73.907774,18,42,970,3325418,3081290060,"Canarsie",NA,NA,NA,NA,2
"612","18K068","I.S. 068 ISAAC BILDERSEE",2015,534,281,"56.2","37.5","6","0.4","6.4","2015","I.S. 068 Isaac Bildersee",547,1,"I.S. 068 Isaac Bildersee",1,6,2,2,4,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11236,40.635553,-73.91079,18,46,956,3224947,3080180001,"Canarsie",NA,NA,NA,NA,15
"613","18K114","P.S. 114 RYDER ELEMENTARY",2015,267,290,"44.6","31.5","19.5","4.5","24","2015","P.S. 114 Ryder Elementary",600,1,"P.S. 114 Ryder Elementary",1,1,1,2,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11236,40.642792,-73.908806,18,46,964,3229159,3081600022,"Canarsie",NA,NA,NA,NA,5
"614","18K115","P.S. 115 DANIEL MUCATEL SCHOOL",2015,539,298,"36.4","31.7","21","10.9","31.9","2015","P.S. 115 Daniel Mucatel School",1160,1,"P.S. 115 Daniel Mucatel School",0,1,3,1,0,"6C","1001-1250","0.48","2.19","3.69","1.29","1","BROOKLYN",11236,40.635015,-73.897262,18,46,1008,3232559,3082560001,"Canarsie",NA,NA,NA,NA,5
"615","18K135","P.S. 135 SHELDON A. BROOKNER",2015,309,291,"40.8","37.2","15.2","6.8","22","2015","P.S. 135 Sheldon A. Brookner",668,1,"P.S. 135 Sheldon A. Brookner",0,0,0,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11203,40.65364,-73.933114,17,41,870,3102005,3046730001,"East Flatbush-Farragut",NA,NA,NA,NA,0
"616","18K208","P.S. 208 ELSA EBELING",2015,211,298,"31.3","41.7","19.9","7.1","27","2015","P.S. 208 Elsa Ebeling",459,1,"P.S. 208 Elsa Ebeling",0,0,0,0,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11203,40.642031,-73.931151,17,45,840,3105680,3047690025,"East Flatbush-Farragut",NA,NA,NA,NA,0
"617","18K211","I.S. 211 JOHN WILSON",2015,573,290,"43.6","37.9","14.7","3.8","18.5","2015","I.S. 211 John Wilson",624,1,"I.S. 211 John Wilson",1,5,3,1,5,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11236,40.643278,-73.896212,18,46,988,3326732,3082270001,"Canarsie",NA,NA,NA,NA,15
"618","18K219","P.S. 219 KENNEDY-KING",2015,232,286,"47.8","32.3","16.4","3.4","19.8","2015","P.S. 219 Kennedy-King",564,1,"P.S. 219 Kennedy-King",0,0,1,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11212,40.659288,-73.922919,17,41,886,3101168,3046480001,"Rugby-Remsen Village",NA,NA,NA,NA,1
"619","18K233","P.S. 233 LANGSTON HUGHES",2015,218,295,"32.1","44","18.8","5","23.9","2015","P.S. 233 Langston Hughes",527,1,"P.S. 233 Langston Hughes",0,0,0,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11236,40.651022,-73.91402,17,42,930,3104990,3047530001,"Rugby-Remsen Village",NA,NA,NA,NA,0
"620","18K235","P.S. 235 LENOX SCHOOL",2015,695,317,"14.8","29.6","33.2","22.3","55.5","2015","P.S. 235 Lenox School",1274,1,"P.S. 235 Lenox School",0,0,0,0,0,"7C","1251-1500","0.89","3.22","5.07","2.18","1.64","BROOKLYN",11203,40.654704,-73.941089,17,41,814,3107846,3048440001,"East Flatbush-Farragut",NA,NA,NA,NA,0
"621","18K244","P.S. 244 RICHARD R. GREEN",2015,301,299,"33.6","33.9","20.9","11.6","32.6","2015","P.S. 244 Richard R. Green",652,2,"P.S. 244 Richard R. Green|  Brooklyn Science and Engineering Academy|  5404 TILDEN AVENUE CONSOLIDATED LOCATION",0,0,1,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","BROOKLYN",11203,40.648423,-73.925948,17,45,946,3104513,3047390001,"Rugby-Remsen Village","4C","501-750",3104513,3047390001,1
"622","18K268","P.S. 268 EMMA LAZARUS",2015,222,285,"48.6","34.7","11.7","5","16.7","2015","P.S. 268 Emma Lazarus",438,1,"P.S. 268 Emma Lazarus",0,0,0,0,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","BROOKLYN",11203,40.657131,-73.928018,17,41,866,3100292,3046230028,"Rugby-Remsen Village",NA,NA,NA,NA,0
