"","DBN","School Name","Year","NumTested","MeanScaleScore","Level1p","Level2p","Level3p","Level4p","Level34p","LocationName","NumStudents","NumSchools","SchoolsInBuilding","MajorN","OthN","NoCrimN","PropN","VioN","GroupNameOfPop","BuildingPop","AvgMajor","AvgOth","AvgNoCrim","AvgPop","AvgVio","BoroughName","Postcode","Latitude","Longitude","CommunityBoard","CouncilDistrict","Census Tract.x","BIN.x","BBL.x","NTA","GroupNameofPop.y","BuildingPopulation.y","BIN.y","BBL.y","totCrime"
"2058","27Q318","WATERSIDE SCHOOL FOR LEADERSHIP",2015,189,280,"59.8","30.2","9","1.1","10.1","WATERSIDE SCHOOL FOR LEADERSHIP",190,2,"WATERSIDE CHILDREN'S STUDIO SCHOOL |  WATERSIDE SCHOOL FOR LEADERSHIP |  190 BEACH 110 STREET CONSOLIDATED LOCATION",1,0,5,0,1,"2C","1-250","0.31","1.12","1.82","0.79","0.51","QUEENS",11694,40.580928,-73.831836,14,32,938,4303853,4161810001,"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","4C","501-750",4303853,4161810001,7
"2059","27Q319","VILLAGE ACADEMY",2015,297,281,"54.5","37","8.1","0.3","8.4","VILLAGE ACADEMY",328,2,"M.S. 053 Brian Piccolo|  VILLAGE ACADEMY|  ALC - MS 53|  10-45 NAMEOKE STREET CONSOLIDATED LOCATION",1,1,5,2,0,"3C","251-500","0.31","1.12","1.82","0.79","0.51","QUEENS",11691,40.603622,-73.749097,14,31,103202,4298234,4155570025,"Far Rockaway-Bayswater","4C","501-750",4298234,4155570025,9
"2060","27Q323","SCHOLARS' ACADEMY",2015,521,347,"0.4","9.4","36.9","53.4","90.2","Scholars' Academy",1302,1,"Scholars' Academy",0,0,2,0,0,"7C","1251-1500","0.89","3.22","5.07","2.18","1.64","QUEENS",11694,40.584109,-73.825711,14,32,938,4303722,4161590012,"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",NA,NA,NA,NA,2
"2061","27Q333","GOLDIE MAPLE ACADEMY",2015,244,299,"34.8","38.5","18.4","8.2","26.6","Goldie Maple Academy",534,1,"Goldie Maple Academy",1,1,0,0,1,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11692,40.593967,-73.786182,14,31,97204,4301929,4158940011,"Hammels-Arverne-Edgemere",NA,NA,NA,NA,3
"2062","27Q362","WAVE PREPARATORY ELEMENTARY SCHOOL",2015,142,286,"43","39.4","13.4","4.2","17.6","Wave Preparatory Elementary School",435,2,"P.S. 215 Lucretia Mott |  Wave Preparatory Elementary School |  535 BRIAR PLACE CONSOLIDATED LOCATION",0,0,0,0,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","QUEENS",11691,40.5993,-73.758206,14,31,99801,4301194,4157720031,"Far Rockaway-Bayswater","3C","251-500",4301194,4157720031,0
"2063","28Q008","J.H.S. 008 RICHARD S. GROSSLEY",2015,441,276,"61.2","34.2","3.6","0.9","4.5","J.H.S. 008 Richard S. Grossley",486,3,"J.H.S. 008 Richard S. Grossley |  York Early College Academy |  The Emerson School |  108-35 167 STREET CONSOLIDATED LOCATION",0,2,2,1,1,"3C","251-500","0.89","3.22","5.07","2.18","1.64","QUEENS",11433,40.69719,-73.787192,12,27,258,4216655,4101780001,"South Jamaica","7C","1251-1500",4216655,4101780001,6
"2064","28Q040","P.S. 040 SAMUEL HUNTINGTON",2015,265,288,"44.9","35.1","13.6","6.4","20","P.S. 040 Samuel Huntington",573,2,"P.S. 040 Samuel Huntington | Jamaica Children's School | 109-20 UNION HALL STREET CONSOLIDATED LOCATION",0,0,1,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11433,40.694125,-73.790675,12,28,260,4263341,4121510001,"South Jamaica","4C","501-750",4263341,4121510001,1
"2065","28Q048","P.S. 048 WILLIAM WORDSWORTH",2015,209,297,"40.7","34.9","10","14.4","24.4","P.S. 048 William Wordsworth",569,1,"P.S. 048 William Wordsworth",0,0,1,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11433,40.693518,-73.796727,12,28,254,4590626,4101440047,"South Jamaica",NA,NA,NA,NA,1
"2066","28Q050","P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL",2015,345,305,"33","25.8","23.2","18","41.2","P.S. 050 Talfourd Lawn Elementary School",787,1,"P.S. 050 Talfourd Lawn Elementary School",0,0,0,0,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","QUEENS",11435,40.695238,-73.807364,12,28,206,4214461,4100240012,"Jamaica",NA,NA,NA,NA,0
"2067","28Q054","P.S. 054 HILLSIDE",2015,262,305,"22.9","42.4","23.7","11.1","34.7","P.S. 054 Hillside",597,1,"P.S. 054 Hillside",0,0,1,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11418,40.70292,-73.824221,9,29,14201,4193916,4092800001,"Richmond Hill",NA,NA,NA,NA,1
"2068","28Q055","P.S. 055 MAURE",2015,219,308,"24.7","32.4","24.7","18.3","42.9","P.S. 055 Maure",496,1,"P.S. 055 Maure",0,0,0,0,0,"3C","251-500","0.27","1.11","1.38","0.8","0.48","QUEENS",11419,40.694004,-73.816617,9,28,154,4200233,4094770001,"Richmond Hill",NA,NA,NA,NA,0
"2069","28Q072","CATHERINE & COUNT BASIE MIDDLE SCHOOL 72",2015,710,283,"57.3","28.6","9.7","4.4","14.1","Catherine & Count Basie Middle School 72",760,2,"Catherine & Count Basie Middle School 72|  Redwood Middle School|  133-25 GUY R BREWER BOULEVARD CONSOLIDATED LOCATION",2,2,6,0,3,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","QUEENS",11434,40.673769,-73.775951,12,28,33402,4270059,4124950270,"Springfield Gardens North","5C","751-1000",4270059,4124950270,13
"2070","28Q080","PS 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA AND COMMUNICATION",2015,247,293,"39.7","35.6","19.8","4.9","24.7","PS 80  The Thurgood Marshall Magnet School of Mult",594,1,"PS 80  The Thurgood Marshall Magnet School of Mult",0,0,1,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11434,40.67282,-73.769252,12,28,33402,4270056,4124950166,"Springfield Gardens North",NA,NA,NA,NA,1
"2071","28Q082","P.S. 082 HAMMOND",2015,312,292,"42","36.9","11.5","9.6","21.2","P.S. 082 Hammond",657,1,"P.S. 082 Hammond",0,0,0,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11435,40.704072,-73.811771,12,24,214,4206905,4096840008,"Briarwood-Jamaica Hills",NA,NA,NA,NA,0
"2072","28Q086","P.S. Q086",2015,329,311,"24","30.4","22.8","22.8","45.6","P.S. Q086",942,1,"P.S. Q086",0,0,0,0,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","QUEENS",11432,40.708898,-73.803938,8,24,448,4438678,4097740001,"Briarwood-Jamaica Hills",NA,NA,NA,NA,0
"2073","28Q099","P.S. 099 KEW GARDENS",2015,443,324,"12","25.5","32.3","30.2","62.5","P.S. 099 Kew Gardens",850,1,"P.S. 099 Kew Gardens",0,1,0,1,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","QUEENS",11415,40.711419,-73.828628,9,29,216,4080168,4033600001,"Kew Gardens",NA,NA,NA,NA,2
"2074","28Q101","P.S. 101 SCHOOL IN THE GARDENS",2015,300,336,"6.7","15.3","31.7","46.3","78","P.S. 101 School in the Gardens",613,1,"P.S. 101 School in the Gardens",0,0,0,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11375,40.715585,-73.843898,6,29,723,4078312,4032700001,"Forest Hills",NA,NA,NA,NA,0
"2075","28Q117","P.S. 117 J. KELD / BRIARWOOD SCHOOL",2015,462,310,"21.2","32.9","29.2","16.7","45.9","P.S. 117 J. Keld / Briarwood School",1071,1,"P.S. 117 J. Keld / Briarwood School",1,0,1,1,0,"6C","1001-1250","0.48","2.19","3.69","1.29","1","QUEENS",11435,40.709463,-73.813376,8,24,232,4208040,4097230150,"Briarwood-Jamaica Hills",NA,NA,NA,NA,3
"2076","28Q121","P.S. 121 QUEENS",2015,385,324,"10.1","28.6","33.2","28.1","61.3","P.S. 121 Queens",888,1,"P.S. 121 Queens",1,0,0,1,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","QUEENS",11420,40.68405,-73.815834,10,28,170,4249769,4116070001,"South Ozone Park",NA,NA,NA,NA,2
"2077","28Q139","P.S. 139 REGO PARK",2015,424,322,"12.7","27.1","32.1","28.1","60.1","P.S. 139 Rego Park",847,1,"P.S. 139 Rego Park",0,0,0,0,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","QUEENS",11374,40.72814,-73.863582,6,29,693,4072457,4030950050,"Rego Park",NA,NA,NA,NA,0
"2078","28Q140","P.S. 140 EDWARD K ELLINGTON",2015,252,280,"51.2","34.9","10.3","3.6","13.9","P.S. 140 Edward K Ellington",550,1,"P.S. 140 Edward K Ellington",0,0,0,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11434,40.686798,-73.781247,12,27,278,4267260,4123410031,"Baisley Park",NA,NA,NA,NA,0
"2079","28Q144","P.S. 144 COL JEROMUS REMSEN",2015,331,331,"11.8","20.5","28.4","39.3","67.7","P.S. 144 Col Jeromus Remsen",818,1,"P.S. 144 Col Jeromus Remsen",0,0,1,0,0,"5C","751-1000","0.46","1.65","2.77","1.17","0.75","QUEENS",11375,40.714978,-73.853372,6,29,729,4076870,4032120001,"Forest Hills",NA,NA,NA,NA,1
"2080","28Q157","J.H.S. 157 STEPHEN A. HALSEY",2015,1212,322,"17.1","30.2","23.7","29","52.7","J.H.S. 157 Stephen A. Halsey",1529,1,"J.H.S. 157 Stephen A. Halsey",2,1,0,3,0,"8C","1501-1750","0.82","2.97","5.58","1.79","1.67","QUEENS",11374,40.732289,-73.853825,6,29,721,4442846,4021260014,"Forest Hills",NA,NA,NA,NA,6
"2081","28Q160","P.S. 160 WALTER FRANCIS BISHOP",2015,303,292,"40.3","40.9","13.5","5.3","18.8","P.S. 160 Walter Francis Bishop",676,1,"P.S. 160 Walter Francis Bishop",0,0,0,0,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11435,40.688103,-73.800415,12,28,196,4258143,4119420302,"South Jamaica",NA,NA,NA,NA,0
"2082","28Q161","P.S. 161 ARTHUR ASHE SCHOOL",2015,293,315,"14","35.5","32.4","18.1","50.5","P.S. 161 Arthur Ashe School",679,1,"P.S. 161 Arthur Ashe School",0,1,0,1,0,"4C","501-750","0.31","1.12","1.82","0.79","0.51","QUEENS",11419,40.690798,-73.821657,9,28,156,4200748,4094910001,"Richmond Hill",NA,NA,NA,NA,2
"2083","28Q167","METROPOLITAN EXPEDITIONARY LEARNING SCHOOL",2015,289,303,"25.6","42.6","23.5","8.3","31.8","Metropolitan Expeditionary Learning School",722,3,"Metropolitan Expeditionary Learning School |  P.S. Q233 |  QUEENS METROPOLITAN HIGH SCHOOL |  91-30 METROPOLITAN AVENUE CONSOLIDATED LOCATION",0,3,1,1,1,"4C","501-750","1.96","7.74","16.07","5.48","3.44","QUEENS",11375,40.711367,-73.856698,6,29,645,4447233,4038860800,"Forest Hills","10C","2001-2500",4447233,4038860800,6
